35	35	CZ	1740	1	2032	13	1855	46	1669	+3	+9	+4	+9	0	âˆ’9	âˆ’9	âˆ’34	âˆ’6	âˆ’27	âˆ’4	âˆ’14	884	361	416	107	426	261	197	1629	1099
36	36	RS	1734	2	2017	20	1787	46	1515	âˆ’5	âˆ’34	âˆ’5	âˆ’34	âˆ’16	âˆ’103	âˆ’14	âˆ’67	âˆ’12	âˆ’59	+1	+9	862	302	424	136	403	267	192	1618	1181
37	37	PA	1730	27	1773	99	1362	143	1154	0	âˆ’3	âˆ’2	âˆ’12	+2	+5	+4	+20	+36	+184	+4	+34	594	201	228	165	197	252	145	743	915
38	38	US	1726	9	1890	41	1642	93	1410	âˆ’4	âˆ’21	âˆ’4	âˆ’21	+4	+14	âˆ’14	âˆ’59	âˆ’16	âˆ’71	âˆ’15	âˆ’43	827	489	253	85	367	287	173	1250	1077
39	39	VE	1722	18	1829	84	1432	122	1218	+3	+7	+2	+7	âˆ’6	âˆ’35	âˆ’7	âˆ’22	âˆ’9	âˆ’43	+4	+47	482	179	179	124	129	246	107	522	874
40	40	CL	1717	2	2040	28	1678	59	1384	âˆ’2	âˆ’14	âˆ’1	âˆ’14	0	0	0	+4	âˆ’21	âˆ’98	âˆ’29	âˆ’203	854	328	308	218	319	347	188	1197	1219
41	41	KO	1715	37	1738	102	1420	119	1363	+3	+1	+2	+1	+19	+106	+42	+210	+45	+240	+69	+316	109	49	40	20	43	43	23	156	147
42	42	UZ	1714	25	1766	59	1596	93	1428	âˆ’2	âˆ’14	âˆ’5	âˆ’21	+5	+20	+5	+45	+24	+144	+6	+64	367	130	129	108	180	112	75	636	402
43	43	SE	1712	2	2013	17	1795	54	1579	+9	+52	+9	+52	âˆ’9	âˆ’42	+1	+38	âˆ’27	âˆ’136	âˆ’17	âˆ’50	1120	490	500	130	549	336	235	2229	1487
44	44	HU	1710	1	2234	20	1835	74	1529	+2	+12	0	+12	+2	+13	âˆ’25	âˆ’121	âˆ’8	âˆ’30	âˆ’3	+14	1035	469	492	74	489	324	222	2074	1527
44	44	PL	1710	2	2084	30	1712	63	1521	âˆ’8	âˆ’25	âˆ’7	âˆ’25	+1	+4	âˆ’10	âˆ’27	âˆ’21	âˆ’85	âˆ’20	âˆ’55	921	397	410	114	400	296	225	1564	1243
46	46	PE	1700	10	1916	34	1679	76	1485	âˆ’1	âˆ’8	âˆ’2	+2	âˆ’9	âˆ’40	âˆ’13	âˆ’42	âˆ’19	âˆ’86	âˆ’26	âˆ’92	710	266	253	191	229	305	176	860	991
47	47	IE	1699	4	1918	24	1626	64	1237	+2	+11	0	+11	+8	+64	+11	+78	+8	+76	âˆ’17	âˆ’59	743	378	305	60	262	287	194	979	1161
48	48	EG	1696	12	1872	37	1662	70	1527	+5	+37	+18	+106	+2	+30	+3	+53	+14	+98	+2	+57	885	354	281	250	447	217	221	1546	923
49	49	CI	1695	15	1863	45	1640	76	1476	+9	+58	+12	+88	+16	+119	+4	+60	âˆ’1	+54	âˆ’11	âˆ’29	693	241	238	214	349	166	178	1132	696
50	50	WA	1682	3	1909	22	1671	85	1403	âˆ’8	âˆ’33	âˆ’9	âˆ’33	âˆ’12	âˆ’44	âˆ’7	âˆ’1	âˆ’33	âˆ’151	âˆ’3	+28	735	346	357	32	236	332	167	919	1176
50	50	SI	1682	26	1777	54	1625	77	1518	âˆ’3	âˆ’13	âˆ’4	âˆ’13	âˆ’15	âˆ’67	âˆ’12	âˆ’51	+6	+65	+6	+69	321	145	146	30	116	118	87	401	381
52	52	JO	1680	40	1701	111	1324	153	1095	âˆ’4	âˆ’9	âˆ’2	+11	âˆ’1	+24	+11	+71	+33	+204	+23	+145	585	201	193	191	207	220	158	730	717
53	53	SK	1667	17	1775	40	1682	67	1567	âˆ’3	âˆ’20	âˆ’5	âˆ’20	âˆ’5	âˆ’10	âˆ’7	âˆ’3	âˆ’8	+11	âˆ’29	âˆ’98	368	158	166	44	150	131	87	521	460
54	54	GE	1654	31	1755	70	1553	104	1434	+1	+4	âˆ’1	+4	âˆ’11	âˆ’57	âˆ’6	âˆ’12	+21	+127	+33	+169	321	141	148	32	107	146	68	415	444
55	55	CD	1652	20	1782	62	1557	114	1387	+2	+13	+4	+36	+9	+69	+15	+99	+32	+178	+10	+83	549	166	225	158	226	172	151	836	643
56	56	IL	1647	23	1776	49	1621	83	1428	+4	+16	+1	+16	+1	+30	+12	+93	+2	+41	+10	+79	524	249	213	62	197	207	120	804	764
57	57	RO	1639	5	1945	29	1717	65	1501	âˆ’1	âˆ’3	âˆ’3	âˆ’3	âˆ’9	âˆ’38	âˆ’7	âˆ’8	âˆ’6	+10	âˆ’29	âˆ’120	802	333	377	92	355	247	200	1306	1020
58	58	BO	1633	21	1798	60	1509	93	1244	âˆ’4	âˆ’24	âˆ’9	âˆ’43	âˆ’4	âˆ’3	+6	+34	âˆ’9	+1	+1	+49	537	189	205	143	122	294	121	551	1056
59	59	TN	1628	24	1757	47	1616	87	1438	+2	+14	âˆ’4	âˆ’13	âˆ’1	+15	âˆ’14	âˆ’43	âˆ’12	âˆ’19	+14	+77	777	337	253	187	330	231	216	1105	845
60	60	IQ	1618	23	1740	47	1622	96	1456	+8	+36	+3	+20	+18	+100	âˆ’11	âˆ’41	âˆ’10	âˆ’12	+22	+114	761	139	232	390	360	189	212	1204	708
61	61	AL	1616	38	1675	72	1504	116	1363	âˆ’10	âˆ’48	âˆ’10	âˆ’48	âˆ’8	âˆ’23	âˆ’4	âˆ’7	+9	+60	âˆ’7	0	410	192	185	33	116	209	85	396	604
62	62	CM	1614	14	1850	53	1605	80	1442	0	+8	+11	+55	+1	+21	+3	+32	+6	+49	âˆ’6	+1	661	184	247	230	287	172	202	952	712
63	63	CR	1611	9	1866	36	1690	76	1479	âˆ’4	âˆ’21	âˆ’7	âˆ’21	âˆ’11	âˆ’42	âˆ’4	âˆ’8	âˆ’9	âˆ’15	âˆ’30	âˆ’134	790	259	282	249	356	243	191	1369	919
64	64	EI	1605	13	1853	40	1655	110	1397	âˆ’1	+3	âˆ’2	+3	+8	+51	+13	+91	+3	+39	âˆ’11	âˆ’19	612	276	298	38	172	290	150	645	928
65	65	BA	1595	20	1806	53	1626	90	1469	+4	+23	+3	+23	+12	+69	+25	+119	âˆ’13	âˆ’33	âˆ’38	âˆ’166	281	118	136	27	104	111	66	394	386
66	66	NM	1589	40	1667	74	1534	110	1402	âˆ’2	âˆ’3	âˆ’1	âˆ’3	âˆ’10	âˆ’45	+6	+40	âˆ’7	âˆ’13	+36	+158	305	141	134	30	95	131	79	364	411
67	67	ML	1588	42	1650	70	1523	129	1302	âˆ’1	âˆ’1	âˆ’7	âˆ’24	âˆ’5	âˆ’13	âˆ’6	âˆ’26	+5	+40	+4	+31	625	195	234	196	249	206	170	824	718
68	68	CV	1578	65	1579	120	1302	146	1172	+4	+17	+4	+17	+10	+60	+3	+26	+27	+140	+16	+76	253	80	91	82	96	97	60	273	278
69	69	SA	1576	29	1736	76	1499	125	1253	âˆ’5	âˆ’16	âˆ’5	âˆ’21	âˆ’8	âˆ’32	âˆ’8	âˆ’38	âˆ’5	âˆ’4	+7	+49	839	324	151	364	396	247	196	1283	896
70	70	HN	1570	23	1789	63	1500	110	1330	0	+3	0	+3	âˆ’1	+9	+8	+58	âˆ’10	âˆ’29	+7	+45	668	212	217	239	263	232	173	964	859
71	71	IS	1569	18	1841	81	1425	127	1258	0	+7	0	+3	âˆ’1	+12	âˆ’4	+6	âˆ’14	âˆ’43	âˆ’26	âˆ’97	526	216	251	59	160	262	104	635	882
72	72	NZ	1562	29	1642	66	1500	102	1334	âˆ’5	âˆ’23	âˆ’5	âˆ’23	âˆ’13	âˆ’48	+4	+37	+10	+77	âˆ’2	+2	441	135	189	117	181	181	79	767	650
73	73	HT	1548	36	1673	81	1418	129	1265	+1	+6	+2	+6	âˆ’3	âˆ’9	+11	+47	âˆ’5	âˆ’17	+14	+63	563	181	196	186	247	198	118	962	761
74	74	AO	1542	52	1629	86	1456	161	1213	âˆ’1	âˆ’1	âˆ’5	âˆ’27	0	+3	+5	+31	+39	+174	+45	+194	475	166	184	125	176	140	159	579	490
75	75	AE	1540	37	1692	98	1395	163	981	+1	0	+1	+2	âˆ’2	âˆ’4	+4	+29	+12	+66	âˆ’13	âˆ’43	674	287	141	246	263	238	173	933	831
76	76	FI	1536	14	1757	62	1500	120	1246	+4	+27	+4	+27	âˆ’1	+4	âˆ’20	âˆ’91	âˆ’36	âˆ’148	âˆ’13	âˆ’39	825	337	430	58	217	441	167	972	1699
77	77	BF	1529	56	1617	98	1402	137	1265	0	âˆ’5	âˆ’3	âˆ’19	+5	+27	+8	+36	âˆ’6	âˆ’20	+19	+69	493	154	188	151	170	192	131	614	677
78	78	JM	1527	38	1700	83	1413	133	1221	âˆ’4	âˆ’15	0	âˆ’1	âˆ’11	âˆ’42	âˆ’26	âˆ’114	âˆ’13	âˆ’52	âˆ’9	âˆ’38	719	272	268	179	280	272	167	961	942
79	79	BY	1522	44	1666	80	1505	120	1349	+3	+26	+3	+26	+4	+21	+14	+76	+1	+31	âˆ’20	âˆ’62	308	105	158	45	91	137	80	348	445
80	80	ZA	1517	7	1847	32	1707	99	1448	âˆ’2	âˆ’11	âˆ’3	âˆ’13	âˆ’13	âˆ’52	âˆ’14	âˆ’62	+4	+39	âˆ’22	âˆ’85	526	276	161	89	231	141	154	720	543
81	81	GH	1510	10	1877	42	1651	101	1424	âˆ’1	+1	âˆ’1	+1	+6	+33	âˆ’6	âˆ’22	âˆ’21	âˆ’89	âˆ’32	âˆ’130	779	247	298	234	370	213	196	1248	823
82	82	GT	1504	30	1642	68	1486	108	1382	âˆ’3	âˆ’21	âˆ’4	âˆ’24	+2	+4	+5	+18	âˆ’5	0	+4	+14	628	205	180	243	225	237	166	878	858
83	83	OM	1480	53	1634	127	1211	181	782	0	âˆ’11	0	âˆ’11	âˆ’2	âˆ’25	âˆ’10	âˆ’68	âˆ’4	âˆ’17	+8	+9	594	230	145	219	223	219	152	757	784
84	84	SY	1479	53	1618	86	1428	124	1253	0	âˆ’7	âˆ’1	âˆ’12	+11	+40	+15	+56	âˆ’1	0	âˆ’3	âˆ’35	598	125	224	249	223	227	148	859	760
85	85	PS	1465	66	1483	121	1255	159	1155	+1	âˆ’4	+1	âˆ’18	+5	+8	+16	+52	+16	+51	+31	+113	292	19	113	160	84	128	80	370	446
86	86	GN	1463	21	1771	72	1516	128	1302	âˆ’1	âˆ’22	âˆ’1	âˆ’22	+7	+12	âˆ’4	âˆ’47	+10	+31	âˆ’6	âˆ’57	646	172	263	211	251	211	184	953	804
87	87	ME	1461	34	1720	60	1597	94	1440	+2	+17	+3	+17	âˆ’7	âˆ’53	âˆ’19	âˆ’93	âˆ’11	âˆ’56	âˆ’15	âˆ’95	174	91	78	5	58	73	43	205	239
88	88	BG	1458	7	1911	41	1633	98	1312	0	+5	+1	+5	+3	+4	âˆ’2	âˆ’30	âˆ’10	âˆ’41	âˆ’29	âˆ’126	781	299	400	82	286	300	195	1094	1152
89	89	LU	1450	24	1520	108	1256	191	979	+14	+55	+16	+55	+3	âˆ’3	âˆ’10	âˆ’61	+17	+64	+59	+211	475	258	201	16	55	358	62	309	1225
90	90	NS	1442	64	1486	87	1450	105	1426	0	0	+1	0	+4	0	+5	0	+4	0	+10	+1	16	5	3	8	8	6	2	28	22
91	91	CW	1434	26	1618	97	1381	188	1011	âˆ’4	âˆ’32	âˆ’3	âˆ’32	+37	+104	+27	+81	+5	+2	+77	+268	500	174	177	149	202	174	124	884	771
92	92	SR	1431	26	1592	84	1404	170	1160	âˆ’1	âˆ’9	0	âˆ’9	+7	+26	+39	+113	+33	+94	+70	+222	543	231	222	90	239	175	129	986	740
93	93	KZ	1428	48	1622	100	1420	130	1307	+4	+18	+8	+18	+7	+26	âˆ’2	âˆ’35	+31	+81	+14	+9	272	103	123	46	70	143	59	285	454
94	94	CN	1424	17	1752	50	1577	112	1376	+3	+14	+9	+21	+15	+40	+10	+22	âˆ’4	âˆ’47	âˆ’28	âˆ’144	764	272	265	227	369	231	164	1422	862
94	94	KD	1424	94	1424	100	1424	108	1403	0	0	+4	0	+2	0	+3	0	+6	0	+10	0	4	2	0	2	3	0	1	12	3
96	96	QA	1421	26	1771	93	1416	164	963	âˆ’4	âˆ’4	0	âˆ’4	âˆ’20	âˆ’109	âˆ’42	âˆ’208	âˆ’50	âˆ’233	âˆ’22	âˆ’117	699	328	147	224	289	233	177	993	826
97	97	LY	1420	43	1617	82	1469	128	1321	âˆ’5	âˆ’5	âˆ’1	âˆ’5	+11	+35	+6	+10	+23	+65	âˆ’7	âˆ’58	458	164	166	128	165	185	108	620	611
98	98	GM	1419	88	1454	118	1309	144	1190	âˆ’4	âˆ’5	0	âˆ’5	+8	+33	+19	+61	+10	+41	+42	+138	299	108	100	91	81	136	82	319	433
99	99	BH	1414	51	1634	109	1349	155	1075	âˆ’3	âˆ’4	+1	âˆ’4	âˆ’11	âˆ’54	âˆ’6	âˆ’32	âˆ’25	âˆ’129	+4	âˆ’13	637	218	159	260	223	248	166	780	826
100	100	BJ	1405	57	1540	109	1356	168	1130	âˆ’3	âˆ’5	âˆ’6	âˆ’29	âˆ’2	âˆ’2	+14	+40	âˆ’9	âˆ’54	+11	+11	354	129	142	83	87	182	85	366	623
101	101	GA	1401	59	1593	95	1413	126	1268	âˆ’1	âˆ’4	âˆ’14	âˆ’66	âˆ’12	âˆ’59	âˆ’4	âˆ’23	âˆ’3	âˆ’30	âˆ’3	âˆ’45	462	184	154	124	159	174	129	551	567
102	102	UG	1394	29	1625	75	1482	130	1306	+2	0	âˆ’7	âˆ’39	+9	+13	+9	+21	âˆ’10	âˆ’63	âˆ’17	âˆ’106	736	251	257	228	304	238	194	1108	887
103	103	TT	1386	11	1661	61	1505	125	1313	âˆ’1	âˆ’17	0	âˆ’17	âˆ’2	âˆ’15	âˆ’2	âˆ’27	+15	+27	âˆ’37	âˆ’182	872	344	365	163	375	304	193	1446	1130
103	103	FO	1386	61	1386	122	1252	169	1154	+4	+5	+5	+5	+43	+111	+51	+131	+39	+124	+48	+154	283	119	141	23	51	195	37	213	641
105	105	NE	1382	98	1409	133	1239	159	1082	âˆ’4	âˆ’22	âˆ’3	âˆ’22	+21	+46	+51	+144	+43	+147	+38	+119	292	100	117	75	65	158	69	287	517
106	106	MG	1380	68	1508	104	1366	167	1162	+6	+12	+4	+12	+29	+67	+27	+68	+7	+12	+44	+143	357	120	121	116	136	143	78	494	536
106	106	GQ	1380	61	1604	151	1159	189	1007	0	âˆ’3	âˆ’13	âˆ’59	âˆ’21	âˆ’100	âˆ’32	âˆ’166	+15	+28	+15	+41	196	80	64	52	56	96	44	182	288
108	108	TG	1379	48	1603	90	1439	144	1263	+11	+36	+12	+36	+8	+8	+4	+9	+28	+91	+1	âˆ’28	495	179	198	118	158	210	127	539	675
109	109	TH	1376	67	1547	112	1318	140	1125	+3	+8	+1	+8	âˆ’5	âˆ’11	âˆ’10	âˆ’47	+21	+57	âˆ’8	âˆ’62	935	389	200	346	366	358	211	1487	1408
110	110	KP	1375	17	1801	63	1567	131	1315	âˆ’2	0	âˆ’1	0	+2	âˆ’3	âˆ’4	âˆ’18	âˆ’2	âˆ’3	âˆ’28	âˆ’129	417	50	149	218	175	127	115	641	447
111	111	KM	1374	95	1434	186	941	206	830	âˆ’3	âˆ’1	+2	+14	âˆ’15	âˆ’50	+35	+91	+39	+140	+80	+407	159	29	35	95	41	81	37	145	246
112	112	AM	1373	62	1588	102	1418	143	1243	âˆ’7	âˆ’16	âˆ’6	âˆ’16	âˆ’8	âˆ’14	âˆ’20	âˆ’88	âˆ’49	âˆ’210	âˆ’34	âˆ’148	283	115	132	36	66	158	59	283	539
113	113	ZW	1372	43	1574	78	1462	146	1278	+7	+30	+3	+20	+6	+12	+30	+88	âˆ’11	âˆ’28	âˆ’5	âˆ’36	552	190	223	139	207	184	161	738	663
113	113	ID	1372	39	1578	101	1361	179	1103	+8	+31	+9	+31	+6	+12	+13	+45	+66	+264	+48	+161	784	252	192	340	299	332	153	1317	1269
115	115	ZM	1371	31	1709	60	1551	124	1344	âˆ’4	0	âˆ’3	+6	âˆ’9	âˆ’15	âˆ’26	âˆ’108	âˆ’35	âˆ’120	âˆ’20	âˆ’92	879	282	360	237	393	261	225	1389	954
116	116	KE	1363	53	1563	90	1379	140	1240	+1	+19	+2	+19	âˆ’1	âˆ’9	âˆ’11	âˆ’32	âˆ’11	âˆ’24	+4	+23	781	291	283	207	294	293	194	1078	1062
117	117	EE	1360	32	1541	94	1353	174	1088	âˆ’3	+1	âˆ’3	+1	+1	âˆ’6	âˆ’4	âˆ’6	âˆ’14	âˆ’37	âˆ’25	âˆ’107	541	231	255	55	134	287	120	533	962
118	118	VN	1351	62	1518	120	1298	177	1092	+9	+22	+8	+22	+3	âˆ’8	+29	+75	âˆ’19	âˆ’74	+27	+95	525	174	131	220	222	200	103	922	771
119	119	SD	1350	23	1707	90	1444	155	1226	âˆ’4	0	âˆ’4	âˆ’3	âˆ’17	âˆ’46	âˆ’10	âˆ’24	âˆ’12	âˆ’33	+15	+61	553	154	204	195	187	225	141	628	730
120	120	RE	1345	72	1395	125	1184	159	1047	âˆ’4	0	âˆ’3	0	+4	0	+2	0	âˆ’8	âˆ’24	âˆ’7	âˆ’36	139	53	38	48	55	55	29	237	252
121	121	SV	1342	32	1606	72	1471	130	1322	+9	+18	+9	+18	âˆ’18	âˆ’52	âˆ’14	âˆ’48	âˆ’34	âˆ’132	âˆ’16	âˆ’79	687	210	209	268	227	306	154	863	1023
121	121	MZ	1342	83	1495	116	1332	152	1210	âˆ’11	âˆ’30	âˆ’15	âˆ’47	âˆ’35	âˆ’136	âˆ’7	âˆ’23	+18	+71	âˆ’6	âˆ’17	444	166	177	101	139	194	111	466	585
123	123	SL	1341	65	1552	104	1368	158	1185	âˆ’6	âˆ’3	âˆ’5	âˆ’3	+7	+16	+13	+30	+9	+23	âˆ’6	âˆ’10	337	116	141	80	98	150	89	331	474
124	124	GP	1338	50	1530	91	1408	166	1179	0	0	0	0	âˆ’11	âˆ’38	+3	+12	+33	+130	+17	+60	293	92	89	112	128	114	51	507	410
125	125	RW	1336	96	1461	144	1206	176	1035	+11	+28	+12	+28	+7	+16	+7	+19	+3	+11	+8	+45	290	107	100	83	90	126	74	298	364
126	126	NI	1333	65	1373	146	1031	197	900	+2	+5	+1	+5	+3	+4	âˆ’5	âˆ’16	+25	+104	+18	+72	253	63	100	90	54	167	32	258	621
127	127	KW	1332	27	1734	83	1468	143	1178	+1	+4	0	+4	+11	+39	+2	+10	âˆ’23	âˆ’60	âˆ’34	âˆ’134	762	269	176	317	321	248	193	1198	880
128	128	MR	1329	98	1424	155	1115	181	911	+6	+18	+7	+18	âˆ’1	âˆ’5	âˆ’6	âˆ’16	âˆ’17	âˆ’43	+7	+41	300	91	103	106	56	173	71	217	527
129	129	AZ	1322	63	1551	107	1397	143	1257	âˆ’6	âˆ’17	âˆ’6	âˆ’17	âˆ’12	âˆ’47	âˆ’41	âˆ’160	âˆ’19	âˆ’53	âˆ’17	âˆ’67	324	116	152	56	67	176	81	265	545
130	130	ZN	1320	102	1366	145	1119	168	936	+1	0	+1	0	+2	0	0	0	âˆ’1	âˆ’2	+7	+35	217	37	45	135	39	131	47	186	458
131	131	CY	1314	63	1575	102	1377	141	1249	+6	+12	+7	+12	+5	+11	+2	+2	âˆ’16	âˆ’51	âˆ’25	âˆ’106	429	237	186	6	84	271	74	387	932
132	132	TZ	1313	65	1510	117	1295	169	1130	âˆ’10	âˆ’27	âˆ’3	âˆ’12	âˆ’23	âˆ’71	âˆ’10	âˆ’32	+1	+19	âˆ’7	âˆ’12	658	244	237	177	193	280	185	752	963
133	133	MQ	1312	39	1565	79	1458	133	1312	âˆ’7	âˆ’19	âˆ’12	âˆ’30	âˆ’19	âˆ’61	âˆ’37	âˆ’126	âˆ’40	âˆ’134	âˆ’39	âˆ’153	371	136	125	110	167	116	88	676	488
134	134	LR	1304	70	1518	112	1342	154	1218	+4	+4	+5	+4	+14	+41	+17	+39	âˆ’15	âˆ’52	âˆ’10	âˆ’25	342	146	144	52	91	175	76	318	521
135	135	NA	1303	97	1428	136	1272	168	1117	âˆ’1	âˆ’8	0	âˆ’8	âˆ’13	âˆ’53	âˆ’26	âˆ’71	âˆ’9	âˆ’30	âˆ’13	âˆ’34	304	102	121	81	77	135	92	295	424
136	136	KG	1295	127	1332	155	1203	178	1095	âˆ’4	âˆ’18	âˆ’3	âˆ’18	âˆ’6	âˆ’30	+14	+29	+12	+60	+24	+83	192	49	74	69	55	105	32	208	337
137	137	MY	1293	58	1548	122	1290	185	1054	âˆ’5	âˆ’20	âˆ’4	âˆ’20	+15	+40	+11	+21	+24	+106	+37	+173	925	390	240	295	362	352	211	1512	1339
138	138	GY	1292	15	1523	104	1293	182	1043	+9	+17	+9	+17	+12	+36	+14	+33	+35	+153	+18	+71	456	179	194	83	142	224	90	589	790
139	139	LB	1288	78	1472	108	1333	164	1166	âˆ’14	âˆ’44	âˆ’14	âˆ’44	âˆ’14	âˆ’51	+1	0	âˆ’22	âˆ’74	âˆ’25	âˆ’80	421	140	144	137	123	186	112	507	621
