139	139	LV	1288	41	1575	87	1399	155	1217	+4	+2	+5	+2	+2	âˆ’1	âˆ’6	âˆ’24	âˆ’3	0	âˆ’50	âˆ’192	459	193	213	53	128	220	111	536	754
141	141	ET	1287	39	1638	99	1394	153	1238	+7	+23	+7	+23	+3	+8	+2	+3	âˆ’14	âˆ’39	âˆ’12	âˆ’13	474	216	163	95	171	199	104	657	691
142	142	NC	1286	50	1532	103	1357	176	1089	âˆ’2	âˆ’8	âˆ’1	âˆ’8	0	+1	+15	+56	âˆ’1	+20	âˆ’16	âˆ’27	285	87	71	127	141	110	34	739	419
143	143	TJ	1285	75	1504	123	1334	164	1195	âˆ’4	âˆ’12	âˆ’3	âˆ’12	âˆ’4	âˆ’6	âˆ’35	âˆ’94	+1	+31	+14	+65	212	57	84	71	80	86	46	305	297
143	143	BI	1285	85	1464	125	1285	168	1163	+8	+46	+8	+46	âˆ’4	âˆ’6	0	+1	+2	+38	âˆ’20	âˆ’51	241	52	89	100	74	112	55	274	334
145	145	DO	1283	138	1295	167	1060	188	930	âˆ’4	âˆ’10	âˆ’3	âˆ’10	âˆ’2	+2	+16	+77	+18	+112	+14	+66	190	86	64	40	69	89	32	301	307
146	146	LT	1279	47	1662	92	1319	151	1050	0	+2	0	+2	âˆ’9	âˆ’16	âˆ’30	âˆ’81	âˆ’16	âˆ’40	âˆ’47	âˆ’164	418	170	207	41	106	230	82	415	759
147	147	MD	1270	65	1556	109	1391	166	1169	âˆ’5	âˆ’18	âˆ’4	âˆ’18	âˆ’13	âˆ’49	âˆ’28	âˆ’82	+8	+51	âˆ’29	âˆ’80	302	115	146	41	60	172	70	247	523
148	148	BW	1267	100	1437	150	1167	190	996	âˆ’4	âˆ’18	âˆ’16	âˆ’52	âˆ’25	âˆ’83	âˆ’21	âˆ’59	âˆ’14	âˆ’25	âˆ’9	âˆ’15	368	166	136	66	98	166	104	311	490
149	149	MT	1255	78	1435	118	1322	171	1155	âˆ’4	âˆ’23	âˆ’4	âˆ’23	+4	+4	+4	âˆ’3	+7	+37	+3	+24	456	246	183	27	66	314	76	298	1020
150	150	GW	1248	84	1415	126	1282	163	1178	0	+4	0	+4	âˆ’3	âˆ’16	âˆ’30	âˆ’102	âˆ’28	âˆ’103	âˆ’12	âˆ’35	215	66	64	85	58	104	53	215	320
151	151	CU	1239	21	1683	84	1438	161	1114	+2	+10	+2	+10	0	âˆ’16	âˆ’13	âˆ’55	âˆ’11	âˆ’30	âˆ’24	âˆ’71	485	103	212	170	185	189	111	678	684
151	151	MW	1239	48	1590	115	1327	153	1093	âˆ’2	âˆ’13	âˆ’2	âˆ’13	âˆ’3	âˆ’24	âˆ’14	âˆ’68	âˆ’28	âˆ’110	âˆ’20	âˆ’59	700	306	245	149	232	265	203	817	902
153	153	CF	1236	83	1417	124	1295	167	1177	âˆ’1	âˆ’2	âˆ’1	âˆ’2	âˆ’8	âˆ’42	âˆ’28	âˆ’94	âˆ’15	âˆ’47	âˆ’25	âˆ’65	164	32	67	65	36	94	34	181	326
154	154	GF	1223	71	1395	125	1246	172	1109	0	0	0	0	+3	0	âˆ’15	âˆ’66	âˆ’12	âˆ’39	âˆ’7	âˆ’29	190	66	67	57	57	92	41	280	328
155	155	YT	1216	149	1233	157	1202	174	1124	+1	0	+1	0	+4	0	+5	0	âˆ’1	âˆ’8	+3	âˆ’2	41	2	11	28	13	17	11	55	59
156	156	TM	1209	67	1547	117	1358	161	1205	âˆ’1	âˆ’8	âˆ’1	âˆ’8	+4	âˆ’6	+3	âˆ’9	âˆ’21	âˆ’82	âˆ’24	âˆ’83	187	42	76	69	71	82	34	288	281
157	157	CG	1207	33	1690	83	1470	159	1207	+2	0	+2	0	0	âˆ’16	âˆ’8	âˆ’64	âˆ’41	âˆ’156	âˆ’60	âˆ’248	474	180	188	106	173	186	115	679	662
158	158	ER	1201	142	1246	164	1158	185	1056	+6	+62	+6	+62	+7	+62	+9	+62	+15	+62	+27	+127	86	20	28	38	17	50	19	61	137
159	159	LS	1198	125	1325	151	1179	179	1102	âˆ’3	âˆ’18	âˆ’3	âˆ’18	âˆ’5	âˆ’48	âˆ’17	âˆ’88	âˆ’13	âˆ’45	+20	+93	354	113	147	94	70	180	104	280	580
160	160	YE	1195	109	1367	144	1212	178	1078	+3	+44	+3	+44	+12	+86	+11	+82	âˆ’2	âˆ’11	+3	âˆ’13	295	56	87	152	66	173	56	304	573
161	161	PH	1179	27	1352	135	1069	220	681	+1	+23	+1	+23	+8	+49	+22	+137	+11	+33	âˆ’19	âˆ’89	397	110	127	160	99	238	60	432	1023
162	162	TI	1177	49	1591	102	1386	171	1137	âˆ’2	0	âˆ’2	0	âˆ’1	0	+1	âˆ’7	âˆ’2	âˆ’16	âˆ’9	âˆ’53	254	58	71	125	136	82	36	693	383
163	163	SW	1148	119	1347	153	1168	181	1062	âˆ’5	âˆ’62	âˆ’5	âˆ’62	âˆ’8	âˆ’80	âˆ’8	âˆ’94	+7	+1	âˆ’27	âˆ’139	324	123	131	70	71	158	95	297	542
164	164	VC	1141	58	1501	110	1322	185	1030	âˆ’3	âˆ’30	âˆ’3	âˆ’30	0	âˆ’12	+13	+75	+6	âˆ’6	+12	+29	365	138	135	92	131	150	84	566	648
165	165	PG	1135	136	1223	165	1091	188	1017	+1	0	+1	0	+8	+31	+9	+52	+4	âˆ’15	+13	+29	165	30	43	92	54	80	31	352	356
165	165	PR	1135	100	1166	169	936	203	829	+2	+1	+2	+1	+6	+17	+1	âˆ’10	+19	+77	+19	+50	196	73	67	56	46	121	29	229	491
167	167	SG	1134	80	1415	134	1228	187	1041	+2	+3	+2	+3	+10	+70	+3	+18	+6	âˆ’5	+2	âˆ’25	772	322	185	265	242	373	157	1036	1396
168	168	IN	1128	24	1685	110	1341	186	1029	+2	+5	+2	+5	âˆ’6	âˆ’30	âˆ’6	âˆ’70	âˆ’9	âˆ’73	+15	+37	612	177	172	263	220	263	129	838	1001
169	169	VU	1118	111	1263	156	1104	191	960	+5	+4	+5	+4	+13	+73	+13	+73	âˆ’6	âˆ’53	âˆ’4	âˆ’69	227	54	51	122	71	124	32	404	485
170	170	BM	1117	91	1432	128	1284	177	1082	+1	âˆ’3	+2	âˆ’3	âˆ’4	âˆ’20	âˆ’1	âˆ’7	âˆ’23	âˆ’125	âˆ’16	âˆ’112	236	106	82	48	79	112	45	375	417
171	171	SS	1109	163	1155	178	1087	188	1018	âˆ’4	âˆ’25	âˆ’4	âˆ’25	âˆ’4	âˆ’24	âˆ’6	âˆ’41	+11	+30	+2	âˆ’14	81	18	29	34	13	52	16	55	145
172	172	FJ	1104	78	1466	129	1246	175	1069	+3	âˆ’4	+3	âˆ’4	âˆ’16	âˆ’123	âˆ’14	âˆ’116	âˆ’20	âˆ’123	âˆ’24	âˆ’135	288	106	65	117	126	106	56	647	463
173	173	HK	1101	60	1533	123	1288	180	1058	âˆ’8	âˆ’35	âˆ’8	âˆ’35	âˆ’5	âˆ’31	+5	+43	âˆ’8	âˆ’69	âˆ’8	âˆ’86	514	183	152	179	178	234	102	816	873
174	174	GD	1098	46	1548	101	1370	186	1060	âˆ’1	âˆ’21	âˆ’3	âˆ’24	0	+16	+1	+16	âˆ’6	âˆ’55	+1	âˆ’19	310	115	116	79	103	129	78	490	561
175	175	AD	1080	169	1130	182	1050	195	952	+4	âˆ’3	+4	âˆ’3	+1	+14	âˆ’4	âˆ’33	+12	+52	+18	+120	231	92	106	33	15	184	32	77	543
176	176	MU	1073	36	1634	108	1335	195	930	+1	âˆ’18	+1	âˆ’18	âˆ’1	âˆ’3	+9	+64	+13	+66	+5	âˆ’25	359	124	151	84	100	174	85	450	572
176	176	TD	1073	107	1318	135	1244	176	1073	âˆ’5	âˆ’47	âˆ’4	âˆ’47	âˆ’13	âˆ’82	âˆ’12	âˆ’101	âˆ’14	âˆ’107	âˆ’30	âˆ’180	182	45	59	78	35	105	42	165	340
176	176	BZ	1073	61	1201	139	1114	183	1034	0	âˆ’32	0	âˆ’32	+3	+15	+3	+17	+1	âˆ’52	âˆ’11	âˆ’114	129	44	44	41	32	74	23	138	245
179	179	SB	1054	110	1378	147	1183	179	1041	âˆ’1	âˆ’36	âˆ’1	âˆ’36	âˆ’9	âˆ’72	âˆ’39	âˆ’234	âˆ’12	âˆ’103	âˆ’8	âˆ’85	223	59	62	102	94	92	37	480	428
180	180	MF	1042	155	1120	187	983	214	755	+6	+39	+6	+39	+3	âˆ’1	+14	+102	+26	+189	+26	+178	86	18	36	32	33	44	9	136	191
181	181	ST	1035	153	1116	174	1056	190	985	âˆ’1	âˆ’21	âˆ’1	âˆ’21	+3	âˆ’3	0	âˆ’11	+2	âˆ’29	âˆ’1	âˆ’66	82	24	36	22	11	60	11	59	213
182	182	KN	1029	88	1387	138	1174	186	1001	+2	+24	+2	+24	âˆ’2	âˆ’20	âˆ’6	âˆ’48	âˆ’29	âˆ’196	âˆ’52	âˆ’270	252	121	80	51	104	101	47	431	396
183	183	GI	1011	167	1151	178	1081	189	1002	âˆ’1	âˆ’6	âˆ’1	âˆ’6	âˆ’2	âˆ’35	âˆ’4	âˆ’45	âˆ’2	âˆ’76	âˆ’6	âˆ’99	118	41	49	28	18	85	15	70	344
184	184	JS	1005	184	1005	188	1004	190	995	0	0	0	0	+2	0	+2	0	+6	0	+3	0	2	0	0	2	1	0	1	4	3
185	185	LC	1003	67	1353	126	1240	192	977	âˆ’2	âˆ’5	âˆ’2	âˆ’5	0	âˆ’24	âˆ’12	âˆ’85	+1	âˆ’28	âˆ’3	âˆ’94	264	89	108	67	90	132	42	361	485
186	186	EH	996	186	996	189	996	192	996	+1	0	+1	0	+1	0	+2	0	+5	0	+2	0	1	0	1	0	0	1	0	0	6
187	187	AF	990	96	1166	167	920	210	778	âˆ’6	âˆ’45	âˆ’6	âˆ’45	âˆ’9	âˆ’71	âˆ’19	âˆ’146	âˆ’11	âˆ’145	âˆ’17	âˆ’163	167	8	67	92	38	91	38	153	338
188	188	MM	984	34	1675	125	1244	199	896	+4	+39	+4	+39	+5	+42	+9	+62	âˆ’3	âˆ’66	âˆ’2	âˆ’84	554	119	139	296	219	231	104	899	958
189	189	SO	979	132	1218	166	1072	207	835	0	+18	0	+18	+10	+68	+11	+79	+8	+62	+18	+135	150	10	48	92	15	112	23	78	375
190	190	AW	978	51	1444	125	1198	204	880	+1	+29	+1	+29	+7	+61	0	âˆ’7	+8	+68	+8	+62	208	83	81	44	52	112	44	298	471
191	191	SX	975	164	977	187	909	213	758	âˆ’1	+19	âˆ’1	+19	+3	+43	+12	+122	+22	+211	+13	+95	75	16	25	34	23	39	13	107	194
192	192	MS	972	116	1022	191	642	236	526	âˆ’4	0	âˆ’4	0	âˆ’4	âˆ’7	âˆ’8	âˆ’43	+2	+25	+35	+328	74	15	26	33	18	48	8	76	235
193	193	GL	945	163	1035	185	975	197	945	âˆ’1	0	âˆ’1	0	âˆ’1	0	âˆ’1	0	âˆ’1	âˆ’17	âˆ’1	âˆ’17	22	2	7	13	5	16	1	35	50
194	194	BD	942	150	1115	181	980	210	796	0	+2	0	+2	+2	+17	+1	+9	+13	+91	+8	+58	327	92	97	138	88	166	73	300	584
195	195	DJ	940	105	942	178	872	215	748	+3	+25	+3	+25	0	+11	âˆ’2	âˆ’2	+7	+44	+20	+190	121	28	40	53	11	99	11	83	424
196	196	DM	934	59	1330	132	1196	198	932	âˆ’1	âˆ’4	âˆ’1	âˆ’4	âˆ’7	âˆ’41	âˆ’10	âˆ’71	âˆ’8	âˆ’88	âˆ’2	âˆ’23	246	69	97	80	60	132	54	288	488
197	197	MC	903	193	909	199	900	202	890	+2	0	+2	0	+5	0	+2	0	+4	0	+2	âˆ’6	9	0	1	8	4	2	3	11	15
198	198	BB	898	54	1406	121	1243	200	898	âˆ’2	âˆ’23	âˆ’2	âˆ’23	âˆ’7	âˆ’51	âˆ’2	âˆ’32	âˆ’20	âˆ’215	âˆ’26	âˆ’236	375	168	132	75	117	162	96	492	616
199	199	AG	895	102	1319	145	1178	201	895	+2	0	+2	0	+1	âˆ’15	âˆ’10	âˆ’92	âˆ’33	âˆ’268	âˆ’44	âˆ’333	285	116	101	68	95	136	54	394	491
199	199	LI	895	143	1242	167	1114	201	895	+1	âˆ’5	+1	âˆ’5	+2	âˆ’10	âˆ’8	âˆ’72	âˆ’19	âˆ’197	âˆ’35	âˆ’297	259	115	125	19	19	208	32	104	726
201	201	NP	893	167	1008	190	889	209	729	âˆ’4	âˆ’26	âˆ’4	âˆ’26	âˆ’11	âˆ’62	0	âˆ’1	âˆ’5	âˆ’49	âˆ’1	âˆ’11	295	74	91	130	68	174	53	247	665
202	202	PK	880	69	1458	154	1101	209	788	+5	+50	+5	+50	+6	+56	+4	+52	+2	+1	âˆ’7	âˆ’72	286	63	97	126	65	170	51	277	642
203	203	KH	871	93	1391	157	1058	221	677	0	+27	0	+27	+4	+36	+1	+19	+5	+33	+7	+101	318	82	93	143	73	200	45	367	816
204	204	SC	853	157	1123	182	987	205	842	0	+11	0	+11	0	+2	+1	+2	âˆ’4	âˆ’54	âˆ’14	âˆ’133	190	51	58	81	26	131	33	144	425
205	205	LK	836	77	1045	161	933	227	648	+5	+53	+5	+53	+8	+90	+12	+133	+21	+172	+7	+76	285	70	89	126	58	177	50	278	693
206	206	SM	825	165	1015	195	917	212	770	0	âˆ’8	0	âˆ’8	âˆ’1	âˆ’20	+6	+49	+3	âˆ’2	âˆ’3	âˆ’58	228	110	110	8	3	213	12	44	895
207	207	TW	822	15	1767	144	1169	213	760	âˆ’5	âˆ’44	âˆ’5	âˆ’44	âˆ’10	âˆ’95	âˆ’9	âˆ’82	âˆ’8	âˆ’87	+5	+62	339	96	109	134	96	191	52	465	788
208	208	BQ	817	81	1130	150	1037	208	817	0	âˆ’6	0	âˆ’6	âˆ’2	âˆ’19	âˆ’1	âˆ’9	âˆ’15	âˆ’141	âˆ’19	âˆ’173	104	19	52	33	24	68	12	116	257
209	209	MV	801	162	1174	191	885	210	712	âˆ’4	âˆ’40	âˆ’4	âˆ’40	âˆ’6	âˆ’72	âˆ’7	âˆ’82	âˆ’14	âˆ’145	âˆ’12	âˆ’135	241	65	82	94	67	135	39	289	538
210	210	KY	800	153	1140	183	1000	210	795	âˆ’1	âˆ’6	âˆ’1	âˆ’6	âˆ’1	âˆ’20	âˆ’2	âˆ’24	âˆ’7	âˆ’91	âˆ’14	âˆ’146	129	60	39	30	26	78	25	125	313
211	211	HG	782	208	805	211	783	213	773	0	0	0	0	âˆ’1	0	0	0	âˆ’1	+9	âˆ’3	âˆ’13	4	0	0	4	1	2	1	8	10
212	212	TV	756	179	819	204	745	218	719	0	0	0	0	0	0	+2	0	+3	+19	+4	+31	34	0	4	30	9	21	4	47	182
213	213	VG	743	173	932	207	788	232	590	+8	+50	+8	+50	+16	+116	+14	+91	+18	+142	+18	+139	139	35	63	41	24	91	24	129	402
214	214	EU	737	211	757	213	753	215	711	âˆ’1	0	âˆ’1	0	0	0	âˆ’1	âˆ’20	0	âˆ’20	0	âˆ’20	11	3	8	0	5	2	4	33	30
215	215	LA	734	144	1017	186	895	227	646	+4	+26	+4	+26	+7	+47	+10	+66	+5	+41	âˆ’7	âˆ’61	235	49	69	117	43	157	35	235	739
215	215	TL	734	215	742	226	630	236	531	+9	+54	+9	+54	+9	+76	+16	+123	+13	+92	+3	+20	92	5	47	40	13	72	7	86	285
217	217	WS	728	183	744	211	659	226	601	âˆ’2	0	âˆ’2	0	âˆ’1	0	âˆ’2	âˆ’16	+6	+51	+4	+38	77	28	15	34	23	50	4	109	279
218	218	MN	726	147	897	190	842	227	650	âˆ’4	âˆ’4	âˆ’4	âˆ’4	âˆ’3	âˆ’4	âˆ’8	âˆ’57	âˆ’6	âˆ’43	+7	+51	102	22	39	41	21	70	11	100	288
219	219	BL	725	215	730	217	706	221	694	âˆ’3	0	âˆ’3	0	âˆ’2	0	âˆ’3	0	âˆ’2	+12	+1	+31	10	7	3	0	4	5	1	25	29
220	220	GU	706	179	895	207	694	232	531	âˆ’2	âˆ’8	âˆ’2	âˆ’8	âˆ’2	âˆ’8	+2	+24	âˆ’4	âˆ’28	âˆ’15	âˆ’166	132	25	44	63	31	88	13	169	592
221	221	WF	699	169	734	201	699	221	674	âˆ’1	0	âˆ’1	0	âˆ’2	0	âˆ’3	0	âˆ’3	0	âˆ’2	0	24	0	5	19	5	19	0	23	109
222	222	VA	692	212	705	218	697	223	686	0	0	0	0	âˆ’2	0	âˆ’3	0	âˆ’1	0	0	+6	5	0	0	5	0	3	2	1	6
223	223	AB	691	216	701	223	675	227	671	0	0	0	0	âˆ’2	0	+1	+20	+2	+20	+3	+20	8	5	3	0	2	4	2	25	26
224	224	BS	685	157	940	190	872	224	685	âˆ’7	âˆ’34	âˆ’7	âˆ’34	âˆ’14	âˆ’97	âˆ’15	âˆ’128	âˆ’19	âˆ’185	âˆ’23	âˆ’215	90	30	32	28	17	62	11	90	291
225	225	PM	677	218	698	223	678	226	677	0	0	0	0	âˆ’2	0	âˆ’2	0	âˆ’2	0	âˆ’1	0	7	0	0	7	0	7	0	2	78
226	226	TC	657	205	830	211	765	230	631	0	0	0	0	0	+9	âˆ’6	âˆ’29	âˆ’15	âˆ’114	âˆ’15	âˆ’104	56	16	22	18	13	37	6	54	197
227	227	AI	646	196	672	224	556	237	497	+1	+1	+1	+1	+4	+30	+6	+46	+9	+91	+10	+94	117	31	50	36	16	87	14	74	413
228	228	TE	629	177	691	208	665	231	629	+1	0	+1	0	0	0	+1	0	+1	0	0	âˆ’1	10	0	3	7	0	9	1	8	38
229	229	VI	628	210	748	219	685	233	587	+2	+10	+2	+10	+4	+41	+1	+10	âˆ’2	âˆ’31	âˆ’12	âˆ’94	81	27	35	19	10	58	13	55	300
230	230	BT	623	185	694	219	600	238	527	+2	+8	+2	+8	âˆ’3	âˆ’12	+1	+12	+4	+55	+6	+67	117	20	40	57	12	97	8	68	423
231	231	CK	622	175	738	206	681	232	622	âˆ’1	0	âˆ’1	0	âˆ’1	0	âˆ’10	âˆ’62	âˆ’9	âˆ’64	âˆ’9	âˆ’64	56	4	14	38	13	39	4	50	276
232	232	MO	589	103	1098	175	945	233	589	+1	âˆ’7	+1	âˆ’7	0	âˆ’7	âˆ’6	âˆ’78	âˆ’14	âˆ’110	âˆ’3	âˆ’35	161	51	50	60	24	120	17	141	490
233	233	CX	578	219	614	228	577	235	513	+1	0	+1	0	+1	0	+1	0	0	0	0	0	10	6	4	0	7	2	1	29	8
234	234	BN	572	168	952	201	778	234	572	âˆ’7	âˆ’83	âˆ’7	âˆ’83	âˆ’9	âˆ’85	âˆ’6	âˆ’62	âˆ’4	âˆ’52	âˆ’4	âˆ’35	153	30	42	81	27	113	13	120	491
235	235	FK	571	223	593	229	585	235	571	0	0	0	0	0	0	0	0	âˆ’3	âˆ’9	âˆ’3	âˆ’9	4	0	1	3	0	4	0	0	25
236	236	FM	564	219	618	231	572	237	564	0	0	0	0	0	0	0	0	âˆ’1	0	âˆ’2	0	8	1	3	4	1	7	0	8	64
237	237	MH	559	235	571	237	559	237	559	0	0	0	0	âˆ’	âˆ’	âˆ’	âˆ’	âˆ’	âˆ’	âˆ’	âˆ’	2	0	0	2	0	2	0	2	7
238	238	KI	544	188	599	219	578	238	544	0	0	0	0	âˆ’1	0	âˆ’1	0	âˆ’1	0	0	0	11	0	2	9	0	10	1	7	126
239	239	TO	520	181	727	213	651	239	480	0	0	0	0	âˆ’1	0	0	+40	âˆ’1	âˆ’7	âˆ’4	âˆ’42	70	10	15	45	16	48	6	82	265
240	240	NU	496	194	500	225	496	240	496	0	0	0	0	âˆ’1	0	âˆ’2	0	âˆ’1	0	âˆ’1	0	2	0	0	2	0	2	0	0	33
241	241	MP	432	214	682	233	512	243	396	0	0	0	0	âˆ’1	0	âˆ’1	âˆ’20	+1	+22	âˆ’1	âˆ’31	36	7	11	18	5	28	3	43	153
242	242	CC	422	222	487	235	423	242	386	0	0	0	0	âˆ’1	0	âˆ’1	0	âˆ’1	0	0	0	10	4	6	0	2	7	1	8	29
243	243	PW	402	225	442	237	402	243	402	0	0	0	0	âˆ’1	0	âˆ’1	0	0	0	0	0	2	2	0	0	0	2	0	3	27
244	244	AS	369	190	628	226	467	244	334	0	âˆ’19	0	âˆ’19	âˆ’1	âˆ’19	âˆ’1	âˆ’7	âˆ’4	âˆ’102	âˆ’3	âˆ’93	59	0	15	44	5	52	2	36	385
